,user,date,text,likes,company
135,LesterHerrick,Mon Oct 26 00:15:13 +0000 2020,RT @springsteen: Listen to #LetterToYou  Radio Episode 5 with @StevieVanZandt now on @applemusic — https://t.co/IEerd80ZHU https://t.co/zpp…,0,Apple
136,DazzyJinzo,Mon Oct 26 00:15:14 +0000 2020,RT @pablo333lbs: @DazzyJinzo Candy apple red Salvaged V6 Mustang,0,Apple
137,Ofcyoudo,Mon Oct 26 00:15:14 +0000 2020,"RT @BTSChartDailyx: 🇺🇸 iTunes US

#10. @BTS_twt - Dynamite (+1) 🥳

https://t.co/M10SJvKPaQ",0,Apple
138,Megawatts55,Mon Oct 26 00:15:15 +0000 2020,"RT @JuliaDavisNews: Trump plans to fire heads of FBI, CIA and Pentagon if he wins re-election. https://t.co/uePkgQ3voA",0,Apple
139,ivanna_vas,Mon Oct 26 00:15:20 +0000 2020,"RT @ssozinha__: Remember that if your phone is still up and running, and you care about the fact that #CongolsBleeding you could spare a th…",0,Apple
140,TheSaintAndre,Mon Oct 26 00:15:17 +0000 2020,One thing about me Imma sing Charleville 9200 w emotions every time  https://t.co/XnhNVTXnFA,0,Apple
141,maggiee_xg,Mon Oct 26 00:15:17 +0000 2020,RT @globalzaay: Apple Music don’t know how to shuffle music for shit 😭,0,Apple
142,NgowiThe3rd,Mon Oct 26 00:15:17 +0000 2020,Nobody loves me like you do ⁦@TheRealAlima⁩ ❤️🥰 https://t.co/NaIcoWJbUW,0,Apple
143,barb_slay,Mon Oct 26 00:15:17 +0000 2020,"RT @WORLDMUSICAWARD: 🔝🔟 SONGS ON 🌎 APPLE
1⃣Positions #ArianaGrande
2⃣Mood #24kGoldn
3⃣WAP #CardiB #MeganTheeStallion
4⃣Lonely #JustinBieber…",0,Apple
144,AkilxhX,Mon Oct 26 00:15:19 +0000 2020,"RT @itsyungpert: Greenz Twitter, If you use apple music RETWEET THIS!",0,Apple
145,carinahaley,Mon Oct 26 00:15:19 +0000 2020,"RT @JuliaDavisNews: Trump plans to fire heads of FBI, CIA and Pentagon if he wins re-election. https://t.co/uePkgQ3voA",0,Apple
146,SSBTHPOD,Mon Oct 26 00:15:19 +0000 2020,"Small School: Big Time Hoops Week 4 Lineup🏀

Monday: @McMurry_WBB AC @Coach_Dub_McM joins the pod!

Wednesday:… https://t.co/1ttLeYnsFj",0,Apple
147,avra_cadaver,Mon Oct 26 00:15:19 +0000 2020,@DrWhoWhatWhyHow I'm so sorry and I hope they're able to get through this. We drank apple cider vinegar in hot wate… https://t.co/w7QA8Obljl,0,Apple
148,jasmineemoneaa,Mon Oct 26 00:15:19 +0000 2020,apple juice wayyyy better than orange juice,0,Apple
149,AppleRTweet,Mon Oct 26 00:15:33 +0000 2020,RT @RETROSpidycents: Lot Of 6 #Vintage Red Glass #Apple #Christmas #xmas #decorate #holidays #christmastree #ebay #shopsmall #ornaments wit…,0,Apple
150,willwhy_,Mon Oct 26 00:15:34 +0000 2020,RT @willwhy_: NEW SINGLE OUT NOW ALL PLATFORMS 🧨🧨🧨 https://t.co/ip7cQfV7Nk,0,Apple
151,fargalaxigirl,Mon Oct 26 00:15:35 +0000 2020,"RT @AppleTV: Watch Sofia Coppola’s #OntheRocks, an Apple Original Film and @A24 release, now on the Apple TV app: https://t.co/GvS7UAl0YM h…",0,Apple
152,RadioKPlaylist,Mon Oct 26 00:15:45 +0000 2020,Fiona Apple - Shameika (Fetch The Bolt Cutters),0,Apple
153,Apple_NUEST,Mon Oct 26 00:15:47 +0000 2020,"RT @KuroElse: #MilkTeaAlliance fluttering flags among Thai protestors at #ม็อบ25ตุลาไปราชประสงค์
#ม็อบ25ตุลา https://t.co/rQ1feN4vA2",0,Apple
154,Gee_Money_209,Mon Oct 26 00:15:48 +0000 2020,Out now 💯 https://t.co/lIDtdAMdnI,0,Apple
155,chwestick,Mon Oct 26 00:15:48 +0000 2020,"#. OPEN ORDER !

♡ bukan link/mod
♡ 100% legal
♡ available andro &amp; ios
♡ full garansi 

t. jual beli jualan spotify… https://t.co/LFnbY1Zg4R",0,Apple
156,artsupp1y,Mon Oct 26 00:15:49 +0000 2020,"RT @NiaCurry20: “Control” - A self portrait 💙❤️

~ 9x12 Painting done with acrylic apple barrel paint. It was a struggle! 

This piece is a…",0,Apple
157,BulturePod,Mon Oct 26 00:15:49 +0000 2020,"@ROBBYROB412 Was it Love, Or Was it Just a Trauma Bond??Ep91 https://t.co/qpbhmBEg9Y",0,Apple
158,JohnO0Connor,Mon Oct 26 00:15:50 +0000 2020,"RT @JuliaDavisNews: Trump plans to fire heads of FBI, CIA and Pentagon if he wins re-election. https://t.co/uePkgQ3voA",0,Apple
159,TitanGroup4,Mon Oct 26 00:15:51 +0000 2020,#hashtag3 How to Get the Best Apple Black Friday 2020 Deals https://t.co/vjd4gBglhx https://t.co/AOEQR0mNhM,0,Apple
160,DreamInLace,Mon Oct 26 00:15:51 +0000 2020,"RT @FWDFriends: #Fashionable listeners: We record a new Fashion Forward Friends #podcast episode tomorrow. If you haven’t yet, our #ParisFa…",0,Apple
161,Anya_jebiga,Mon Oct 26 00:15:51 +0000 2020,@CeciliaGlennon @TheKanehB I'll take the apple 🍎 🥧,0,Apple
162,Mr_Sotubo,Mon Oct 26 00:15:52 +0000 2020,RT @princessalaafia: If you were unaware... there are multiple dimensions in which this administration is trash https://t.co/YzBUseY6m5,0,Apple
163,DWUhlfelderLaw,Mon Oct 26 00:15:52 +0000 2020,Our leadership doesn’t care but we do. Listen to our podcast to learn more. https://t.co/4FC1u7JNkX,0,Apple
164,itsvanessa_c12,Mon Oct 26 00:15:53 +0000 2020,Hi I made an apple crisp today and it was delicious,0,Apple
165,vashTea_,Mon Oct 26 00:15:53 +0000 2020,not this negro tryna tell me Apple Music and Spotify do different things 🤦🏽‍♀️,0,Apple
166,sillyyswilly,Mon Oct 26 00:15:53 +0000 2020,My favorite season is #iPhone season. @Apple 😍❤️🥰 #iPhone12Pro #Goldie📱 https://t.co/HGbAy5Eax4,0,Apple
167,jackreids,Mon Oct 26 00:15:54 +0000 2020,This podcast series by ⁦@ChrisHaxel⁩ and ⁦@TwitrHagen⁩ is a deep dive into  far right ideology—beginning as an expl… https://t.co/Fs0IeIXIvh,0,Apple
168,samlunaaa,Mon Oct 26 00:15:55 +0000 2020,vibe switch  https://t.co/GGGV5rwDcc,0,Apple
169,Arjunior84,Mon Oct 26 00:15:55 +0000 2020,This should surprise no one... https://t.co/ECFKUxQtmo,0,Apple
170,gocoo,Mon Oct 26 00:15:56 +0000 2020,"RT @MMFlint: On my current episode of RUMBLE, longtime and outspoken political &amp; sports commentator Keith Olbermann joins me to discuss wha…",0,Apple
171,Sheriff_thedon,Mon Oct 26 00:15:56 +0000 2020,"RT @yourboycontrast: sad to get a milestone in such sad times. 
thank everyone for 50k on apple music 💕🧃

i want more juiceboxes in the +23…",0,Apple
172,lonahthiccc,Mon Oct 26 00:15:57 +0000 2020,i put 12:00 by loona on a apple ad because i can https://t.co/0TQpgky0MG,0,Apple
173,ChartsHER,Mon Oct 26 00:15:57 +0000 2020,"Apple Music US:

#43 “Damage” - @HERMusicx (=) 

https://t.co/GpePNKhtWO",0,Apple
174,ggukvision,Mon Oct 26 00:15:46 +0000 2020,"RT @btsvotingorg: 🏆 | THE FACT MUSIC AWARDS 

Make sure you have your accounts ready as first phase of voting is coming!

Download the app…",0,Apple
175,genzastore,Mon Oct 26 00:15:45 +0000 2020,"Silicone Airpods Case 
➤ $ 7.95. 
➤ https://t.co/umiHbDEtOa https://t.co/MIE7lwm00T",0,Apple
176,MiddleNameUa,Mon Oct 26 00:15:36 +0000 2020,It was only this week I discovered this is one of my favorite songs.  https://t.co/7NlJ1Mi9oT,0,Apple
177,KristoDIVG,Mon Oct 26 00:15:44 +0000 2020,RT @SheepaBlvck: Apple pie sound good right now.,0,Apple
178,theamayasymone,Mon Oct 26 00:15:36 +0000 2020,RT @globalzaay: Apple Music don’t know how to shuffle music for shit 😭,0,Apple
179,Alondra22233265,Mon Oct 26 00:15:37 +0000 2020,"RT @btschartdata: iTunes US

#9. Dynamite (+2)

 https://t.co/ns6KR79IJq",0,Apple
180,BulturePod,Mon Oct 26 00:15:38 +0000 2020,"@Kisey Was it Love, Or Was it Just a Trauma Bond??Ep91 https://t.co/qpbhmBEg9Y",0,Apple
181,CBoomerVazquez,Mon Oct 26 00:15:38 +0000 2020,“The city of El Paso in Texas is asking residents to stay home for the next two weeks and the wider El Paso County… https://t.co/1GDSMuDULS,0,Apple
182,LexoLuthoro,Mon Oct 26 00:15:38 +0000 2020,"RT @notmythirdrodeo: the 2yr old is walking around going, “sus, sus,” and I wondered what I was doing to have him question my motives.

tur…",0,Apple
183,070180,Mon Oct 26 00:15:38 +0000 2020,RT @kashhill: This is a jaw-dropping paragraph. https://t.co/ix4JFLCZJe https://t.co/QFl5MXoqPY,0,Apple
184,foods_HQ,Mon Oct 26 00:15:39 +0000 2020,"RT @Food52: For one writer, this sweet, doughy treat is her Proustian madeleine, bringing back memories of smells and tastes past. https://…",0,Apple
185,ultratiem,Mon Oct 26 00:15:39 +0000 2020,"Here's what I love about Apple.

You know that little 5G window on the side of the iPhone 12; that won't be there c… https://t.co/R1dMooRG9p",0,Apple
186,ilyoil,Mon Oct 26 00:15:39 +0000 2020,RT @kashhill: This is a jaw-dropping paragraph. https://t.co/ix4JFLCZJe https://t.co/QFl5MXoqPY,0,Apple
187,annestardust,Mon Oct 26 00:15:40 +0000 2020,"@EdensGardcn anne reaches up , and finds a perfect apple . she nods quietly , and drops it into the basket below .",0,Apple
188,Souvenirnotears,Mon Oct 26 00:15:41 +0000 2020,RT @SeIenaOnSpotify: BUY WOLVES ON ITUNES 😁 https://t.co/2jzEmA9XLl @fetishofsmg,0,Apple
189,MayankBadhan,Mon Oct 26 00:15:41 +0000 2020,@RjeyTech @oneplus @Apple Sandstone for the grip. Silicone for the protection.,0,Apple
190,Abdulla61644163,Mon Oct 26 00:15:41 +0000 2020,"RT @FaZeKay: Social Experiment!

Like if you are using Apple
Retweet if you are using Android",0,Apple
191,SayNoToIdolatry,Mon Oct 26 00:15:43 +0000 2020,making hot apple cider and whiskey 🤤 #cozy,0,Apple
192,DustinOverbey,Mon Oct 26 00:15:43 +0000 2020,"""APPLE PRODUCT LAUNCH"" — A Bad Lip Reading https://t.co/1NkAyDxZTD via @YouTube",0,Apple
193,aye_michelle,Mon Oct 26 00:15:43 +0000 2020,"I can’t even pick a favorite 🤩 
This album will definitely be in rotation 
#Niggazneedtherapy 

Go listen 🎧… https://t.co/7mNTeLl7yD",0,Apple
194,Chrono_McCoffe,Mon Oct 26 00:15:43 +0000 2020,RT @loonpflug: apple hand pies &amp; coffee for breakfast 🍎☀️ https://t.co/UduqsHpg1r,0,Apple
195,shineanyway09,Mon Oct 26 00:15:43 +0000 2020,"RT @RissiPalmer: We’ve also got music from Rufus feat. Chaka Khan, Jon Randall, and more. Listen tonight at 7pm edt on @applemusic for free…",0,Apple
196,_deeng_,Mon Oct 26 00:15:43 +0000 2020,RT @TylerGlaiel: I wonder if apple and google realize that the main reason there's such a huge pool of programmers to pull talent from righ…,0,Apple
197,chaeryzi,Mon Oct 26 00:15:44 +0000 2020,"RT @_GFRDonSpotify_: 回:Songs of the Sirens
Spotify Update — [10/24/20]

Apple — 8,861,235 (+32,946)
Eye of the Storm — 1,040,477 (+3,873)
R…",0,Apple
198,SupremeGldstein,Mon Oct 26 00:15:44 +0000 2020,#nowplaying Jungle (feat. Sen City &amp; Cory Gunz) by Jim Jones https://t.co/fkbxjCfGhJ,0,Apple
199,breelvee_,Mon Oct 26 00:15:10 +0000 2020,"Time For New Music! 😩

Drop Y'all's Favorite Playlist 😊🙌🏽

Here's Mine 🤪
https://t.co/xakA0DF1Oy",0,Apple
200,matchapinq,Mon Oct 26 00:15:55 +0000 2020,"RT @psychologistJ1: $50 Giving in 24 HOURS 

Just Retweet and Follow @shopping_io &amp; Myself 

Additional $5 If Winner Join TG : https://t.co…",0,Amazon
201,MikiHope,Mon Oct 26 00:15:14 +0000 2020,"RT @aharemboysaga: ""Beauty without depth is just decoration.""
UNBRIDLED https://t.co/7AGkfzT3GG is the sequel to a sensually captivating &amp;…",0,Amazon
202,CoolDealCA,Mon Oct 26 00:15:09 +0000 2020,"Best Selling Deep Tissue Massage Gun for $34.49!!

 #Deal #ganga

 https://t.co/dZPpizxJwO https://t.co/HnJKZyg14k",0,Amazon
203,GoldenGirlsRu,Mon Oct 26 00:15:09 +0000 2020,@rolypolyfishead @Mr_JamesLandis @amazon I highly recommend that book and @SykesCharlie How The Right Lost Its Mind.,0,Amazon
204,deallrr,Mon Oct 26 00:15:11 +0000 2020,"WILL SELL OUTT!

HyperX Cloud Stinger for $29, retail $50!

https://t.co/6XMsXcbTwn https://t.co/nD88NZE35c",0,Amazon
205,EichinChangLim,Mon Oct 26 00:15:11 +0000 2020,"🎀💞🌹🎀💞🌹🎀💞🌹

#LoveStory #Romance

🔥”An emotionally charged 
romance.”

Love: A Tangled Knot 
⏺… https://t.co/3qEcwzPf6A",0,Amazon
206,mummy_of_7_kids,Mon Oct 26 00:15:12 +0000 2020,"RT @WeAreMarmalade: We're giving away a £20 Amazon gift card🎁  To be in with a chance of winning all you've got to do is... 
🚘 Like this po…",0,Amazon
207,22Words,Mon Oct 26 00:15:12 +0000 2020,37 Clothes I Love Currently Under $25 on Amazon https://t.co/EkGBg8hvNE,0,Amazon
208,roylmurry425,Mon Oct 26 00:15:13 +0000 2020,"Nicole French, 

LEGALLY YOURS 

Romance, book review, video https://t.co/pkbyMpTqgI via YouTube written… https://t.co/ZgHzb6LNqk",0,Amazon
209,zlabiz,Mon Oct 26 00:15:13 +0000 2020,Garmin smartwatches are on sale at all-time low prices at Amazon – Engadget,0,Amazon
210,Skydropltd,Mon Oct 26 00:15:13 +0000 2020,"RT @URDailyHistory: 25 Oct 1964: The Rolling Stones appear on the Ed Sullivan Show for the first time, as the #British music #invasion of t…",0,Amazon
211,laurenjean23,Mon Oct 26 00:15:13 +0000 2020,"RT @WeAreMarmalade: We're giving away a £20 Amazon gift card🎁  To be in with a chance of winning all you've got to do is... 
🚘 Like this po…",0,Amazon
212,alphasystech,Mon Oct 26 00:15:14 +0000 2020,RT @RaelleLogan1: Wild and Wicked... Pirates #romance #books #book #RomanceBooks #historicalromance #Readers #coffeetime #weekendreads #sto…,0,Amazon
213,GreatBigRadio,Mon Oct 26 00:15:54 +0000 2020,"Right now, GBR is playing Cry Me A River by Joe Cocker AND YOU'RE MISSING IT? Tap here: https://t.co/AoQ3gCXnwv and… https://t.co/hpKUijHF9q",0,Amazon
214,tdg_bnb,Mon Oct 26 00:15:15 +0000 2020,RT @SelfPubShowcase: Morgan's visions of another world awaken her to the realisation that she has abilities others do not possess. https://…,0,Amazon
215,JoeEliseon,Mon Oct 26 00:15:15 +0000 2020,"SNARKEY &amp; PUTTS 2: THE GHASTLY GHOSTWRITER Excerpt 11: Can Putts wrap the case up?
Buy Joe Eliseon's paranormal… https://t.co/sZUxXUUowe",0,Amazon
216,JohnRosePutnam,Mon Oct 26 00:15:16 +0000 2020,"RT @chariss_walker: https://t.co/JsJd0kT0KW … #dystopian #postapocalyptic 
Is there any hope?
•The wealthiest residents have fled.
•An unpr…",0,Amazon
217,firecracker_swt,Mon Oct 26 00:15:16 +0000 2020,"RT @karibu_draws: Amazon✨

Colours by @John_Rauch 
Pencil and ink by me https://t.co/37Ckng0uVt",0,Amazon
218,fabihaaskari,Mon Oct 26 00:15:17 +0000 2020,"RT @allontheboard: Wherever you are in the world right now, despite what’s going on we hope that you’re alright. @allontheboard 

#GoodMorn…",0,Amazon
219,kassshhhh__,Mon Oct 26 00:15:18 +0000 2020,"I don't mess with nobody. I go to work, spend money on Amazon and go home 😂😂",0,Amazon
220,BillKouts1,Mon Oct 26 00:15:18 +0000 2020,"RT @URDailyHistory: 25 Oct 1964: The Rolling Stones appear on the Ed Sullivan Show for the first time, as the #British music #invasion of t…",0,Amazon
221,_garudugh,Mon Oct 26 00:15:21 +0000 2020,"RT @NotDecka: I will give $50 to ONE lucky Twitch ""SUBSCRIBER"" (which costs $4.99 USD) on November 1st VIA a wheel spin. Yes, Amazon Prime…",0,Amazon
222,charlotte_oshay,Mon Oct 26 00:15:23 +0000 2020,RT @MarilynBaron: You have till Oct. 31 to enter to win Amazon and Barnes&amp;Noble Gift Certificates. My novel Sixth Sense is a Trick or Treat…,0,Amazon
223,jgmacleodauthor,Mon Oct 26 00:15:25 +0000 2020,"RT @GabrielConstans: #Film THE LAST CONCEPTION 
@PicturesPoison @HighOctanePics
Staring #NazaninMandi &amp; @CallieSchuttera

💞 Savarna Sikand'…",0,Amazon
224,JennyHinsman1,Mon Oct 26 00:15:09 +0000 2020,"RT @UviPoznansky: Via ""@VashtiQV
The Fall of Lilith (Fantasy Angels Series)  
https://t.co/W0jdm9A0Vd  High Fantasy | Dark Fiction (18+) 
#…",0,Amazon
225,CoolDealCA,Mon Oct 26 00:15:08 +0000 2020,"💵💰 

Star Projector Lights with Mini Disco Light, $13.99!
*USB Plugin

 #Deal #ganga

 https://t.co/jvilwhmzme https://t.co/uHG9JmF8qn",0,Amazon
226,RaelleLogan1,Mon Oct 26 00:15:08 +0000 2020,Wild and Wicked... Pirates #romance #books #book #RomanceBooks #historicalromance #Readers #coffeetime… https://t.co/joOnP0WQCO,0,Amazon
227,cherrymischivus,Mon Oct 26 00:15:08 +0000 2020,"RT @DominicPiper1: Kiss Me When I'm Dead. Dominic Piper.
""Highly entertaining, fast-paced and satisfying, with masterful twists and turns.""…",0,Amazon
228,IndieBookButler,Mon Oct 26 00:15:02 +0000 2020,"If you like stunning revelations, deep state conspiracies, and a touch of #romance, then youll love Jeffrey Mechli… https://t.co/RgruDarJ9W",0,Amazon
229,KenyaWrightBook,Mon Oct 26 00:15:02 +0000 2020,RT @KenyaWrightBook: Lunchtime Chronicles: Honey Dripper by L. Loren https://t.co/aWTL6dOzRq via @amazon,0,Amazon
230,SelfPubShowcase,Mon Oct 26 00:15:02 +0000 2020,"Lady Sarah finds Captain Paul Marchand, the Provost Marshal sent to arrest Mr O'Riley as a deserter, an attractive… https://t.co/4wR3yV730J",0,Amazon
231,StealsandDeals,Mon Oct 26 00:15:03 +0000 2020,"Nabisco Classic Mix Variety Pack (20 count)
 
ONLY $6.63 https://t.co/mLmCXC2lay

#steals #deals #stealsanddeals… https://t.co/6aoFDb6lJQ",0,Amazon
232,veirams,Mon Oct 26 00:15:03 +0000 2020,@ Amazon sellers: if I’m gonna leave a review it’s gotta come from the heart (unless you pay me). you’re not gonna… https://t.co/r4idjuTedu,0,Amazon
233,StealsBySwell,Mon Oct 26 00:15:03 +0000 2020,"Best Selling Deep Tissue Massage Gun for $34.49!!

https://t.co/dw7XO3RoPC https://t.co/0Co29MNqkH",0,Amazon
234,StealsBySwell,Mon Oct 26 00:15:03 +0000 2020,"EVERY AMAZON COUPON 🚨

https://t.co/Nacpm7hodn 

#freebies #deals #deal #moneysaver #greatdeal #steals #discount… https://t.co/SZAytu3ij4",0,Amazon
235,M_Garner_Author,Mon Oct 26 00:15:03 +0000 2020,"💲Amazon #GiftCard #Giveaway 📚Discover new authors 
https://t.co/h813Jho76U

#free #win #giftcards #giveaways… https://t.co/ZqGN9GI8uQ",0,Amazon
236,jastorey,Mon Oct 26 00:15:03 +0000 2020,"Who wants to live forever?

Pick up this heart-stopping YA/#SciFi tale now - VITA AETERNA : https://t.co/1Ps0vgZ3DD… https://t.co/rarlZ5h6GG",0,Amazon
237,AndrewHarding4,Mon Oct 26 00:15:03 +0000 2020,"34.) ~ SPIRIT ~ Bk1 ~ THE SPIRIT TRILOGY ~ 
~  READ ALL 3 Bks ~ FREE ~ ON AMAZON'S UNLIMITED.
~ #VAMPIRES  SPAWN RE… https://t.co/5Vf3t2pCss",0,Amazon
238,Almightyrum,Mon Oct 26 00:15:04 +0000 2020,"RT @_trader_hoes: Former employee here! The Strand's owner laid off union employees after receiving millions in PPP loans, spent hundreds o…",0,Amazon
239,RebeccaAiries,Mon Oct 26 00:15:04 +0000 2020,That dragon was all predator at the moment and she was his prey. Find out more in Meagan's Choice #pnr… https://t.co/TLeYFDmrsn,0,Amazon
240,MasqCrew,Mon Oct 26 00:15:04 +0000 2020,"RT @MasqCrew: What happens if you refuse to let even one door go unknocked? 

The night becomes more trick than treat very quickly, I assur…",0,Amazon
241,kornpuff1502,Mon Oct 26 00:15:04 +0000 2020,"hey classic rock friends! if you haven’t already, check out the movie Almost Famous! i promise you’ll love it! and… https://t.co/Wvf1Qoq93n",0,Amazon
242,EvansIPLaw,Mon Oct 26 00:15:05 +0000 2020,"To combat counterfeits sold on its platform, eBay will start authenticating shoes listed for over $100. This is an… https://t.co/q5Vso2S8ia",0,Amazon
243,kamalaharris420,Mon Oct 26 00:15:05 +0000 2020,PLEASE 😭 this is how much it costs on amazon https://t.co/P3Da3xAtD8,0,Amazon
244,thankuneeext,Mon Oct 26 00:15:05 +0000 2020,"RT @ArianaWorldHQ: iTunes — https://t.co/eKUZMmCjpZ
Spotify — https://t.co/fsrZSoYmpu
Amazon — https://t.co/NKhldaH8EO
Apple Music — https:…",0,Amazon
245,rdodev,Mon Oct 26 00:15:05 +0000 2020,@da5is Much to my surprise Amazon Basic ones are amazing and soooo soft and comfortable. Definitely recommend them.,0,Amazon
246,SciFiRoom,Mon Oct 26 00:15:06 +0000 2020,"RT @JDaltontheGates: #WritingCommunity #WritersCafe #IndieAuthors #amreading 

The 1st book in my #Scifi series,

""The Gates to the Galaxie…",0,Amazon
247,kaenails,Mon Oct 26 00:15:07 +0000 2020,I mean Amazon 🤦🏾‍♀️,0,Amazon
248,pluggrr,Mon Oct 26 00:15:07 +0000 2020,"MISTAKE!!!

Queen Comforter for $25!!!!!

Save 55% with promo code 556EUBR3

https://t.co/oQHbqonXS1 https://t.co/K268yTNBMP",0,Amazon
249,cherrymischivus,Mon Oct 26 00:15:25 +0000 2020,"RT @bmperrin: ""I give this an unequivocal five stars!""
""Intelligent science fiction at its best""

Buy: https://t.co/GHkRkxclfL
Read: https:…",0,Amazon
250,JohnRosePutnam,Mon Oct 26 00:15:26 +0000 2020,"RT @chariss_walker: The Vision Chronicles – read one at a time or get the boxed set:
https://t.co/iNC4Wrr7rY
https://t.co/RkZPClMUz2

Mike'…",0,Amazon
251,VidzNe,Mon Oct 26 00:15:26 +0000 2020,@BinniJigyasa @IAF_MCC @Suryakiran_IAF @Nambitiger1 @arunp2810 @Chopsyturvey @amulkapoor @BadhechaloIndia Looking f… https://t.co/iygAnJlela,0,Amazon
252,MarthaD36385047,Mon Oct 26 00:15:45 +0000 2020,I am so grateful for all your help! These blocks make an awesome gift! @twosmartbunnies  thank you also for these t… https://t.co/mvR19N9pVp,0,Amazon
253,bernardfoong,Mon Oct 26 00:15:47 +0000 2020,"RT @bmperrin: ""I give this an unequivocal five stars!""
""Intelligent science fiction at its best""

Buy: https://t.co/GHkRkxclfL
Read: https:…",0,Amazon
254,avidreader38,Mon Oct 26 00:15:47 +0000 2020,"RT @NR_Walker: 💜 🖤   𝗔𝗖𝗘 𝗪𝗘𝗘𝗞 𝗦𝗣𝗘𝗖𝗜𝗔𝗟 💜 🖤 
Upside Down is just 99c for a short time only!!
Amazon: https://t.co/86BkqLCGjT
#KU #AceWeek #As…",0,Amazon
255,Surya29011996,Mon Oct 26 00:15:48 +0000 2020,RT @the_hindu: #Amazon on Sunday won an interim award against its partner #Futuregroup selling retail business to #Reliance Industries Ltd…,0,Amazon
256,getsmashedradio,Mon Oct 26 00:15:48 +0000 2020,The EDGE Now: New Year's Day by @U2 on @getsmashedradio #getsmashedradio #marysville #theedge… https://t.co/LxdKXWsybV,0,Amazon
257,stella3190,Mon Oct 26 00:15:49 +0000 2020,"RT @JungkookCharts2: Best Selling International songs in Amazon USA 🇺🇸 

#1 Your Eyes Tell
#4 My Time
#10 Euphoria 

@BTS_twt https://t.co/…",0,Amazon
258,NetZ108,Mon Oct 26 00:15:50 +0000 2020,"#AlltheArtist Still Sleeping by @JaiWolfx #NowPlaying
 Buy song https://t.co/WVfsyD7d5H https://t.co/FW5pjw2YiL",0,Amazon
259,EichinChangLim,Mon Oct 26 00:15:50 +0000 2020,"🎀💞🌹🎀💞🌹🎀💞🌹

#LoveStory #Romance

🔥”An emotionally charged 
romance.”

Love: A Tangled Knot 
⏺… https://t.co/FDPDnarDcT",0,Amazon
260,MikeLiebegott,Mon Oct 26 00:15:50 +0000 2020,"@ThatKidRixh @basicincomecdn @AndrewYang Unfortunately, it doesn't work. CEO A automates, his prices dip below CEO… https://t.co/2g3yVsMwX7",0,Amazon
261,CatfishKelsey,Mon Oct 26 00:15:50 +0000 2020,"PayPal, Amazon GC US/FR, Crypto, Kofi
Links in my bio &amp; DMs, Approach.

catfishaddict 
catfishgoddess catfishkink… https://t.co/5cPSbfLxKn",0,Amazon
262,ExpoDesigns1,Mon Oct 26 00:15:50 +0000 2020,TRUMP 2020 HANGING CAR AIR FRESHENERS @ AMAZON https://t.co/jJL13RnSD1,0,Amazon
263,Swurve5,Mon Oct 26 00:15:51 +0000 2020,Into A Believer - Beeda Weeda &amp; Swurve https://t.co/Z8k5GNGQwS via @AmazonUK @amazonmusic @EMPIRE @GTDigitalDIST… https://t.co/I8qqhvNtU2,0,Amazon
264,thesophiepaige,Mon Oct 26 00:15:51 +0000 2020,@BabaGroovy Forgot to add. It’s a documentary on Amazon Prime and it’s really good.,0,Amazon
265,AuBadge,Mon Oct 26 00:15:51 +0000 2020,Take My Breath Away (Love Theme From Top Gun) by Berlin… https://t.co/NLvjazQqze,0,Amazon
266,npflashalt,Mon Oct 26 00:15:52 +0000 2020,#NowPlaying:  U2 - Sweetest Thing - Best of 1980-1990/B-Sides (2 of 2) @U2 - #ListenNow at https://t.co/mbOqJGJWi5.… https://t.co/I7z6v1Fc5k,0,Amazon
267,BlackoutLilyx,Mon Oct 26 00:15:52 +0000 2020,"Check out Cyberwar by Seven on Amazon Music
https://t.co/NEAnPwkhAi",0,Amazon
268,Putrixx30,Mon Oct 26 00:15:52 +0000 2020,"RT @psychologistJ1: $50 Giving in 24 HOURS 

Just Retweet and Follow @shopping_io &amp; Myself 

Additional $5 If Winner Join TG : https://t.co…",0,Amazon
269,DJ_MIZERY,Mon Oct 26 00:15:52 +0000 2020,"Now Playing Let Me See You Wiggle by Frank Mckinney Listen on tunein app Sho Off Radio #shooffradio
 Buy song… https://t.co/wenk9bYcfg",0,Amazon
270,tjbrew06,Mon Oct 26 00:15:53 +0000 2020,THE PLOT AGAINST THE PRESIDENT on AMAZON is a must see. #AmericaFirst,0,Amazon
271,jdeigs77,Mon Oct 26 00:15:53 +0000 2020,"Always read reviews before buying ppl*

*esp on amazon https://t.co/Jq3h11yEwz",0,Amazon
272,AlyssaJ0120,Mon Oct 26 00:15:54 +0000 2020,If you’d shoot your thick loads all over my pretty whore face and big perky juicy titties.. Dm me don't be shy im h… https://t.co/V4y8U4np8I,0,Amazon
273,IARTG,Mon Oct 26 00:15:54 +0000 2020,"RT @bmperrin: ""I give this an unequivocal five stars!""
""Intelligent science fiction at its best""

Buy: https://t.co/GHkRkxclfL
Read: https:…",0,Amazon
274,BucknallJoseph,Mon Oct 26 00:15:46 +0000 2020,"@jlrothstein1 Hi jlrothstein! Happy Sunday!

Sixteen And Change
https://t.co/tsHNqLTSSS
""I love, love, love the twi… https://t.co/3Cp7NAfeOe",0,Amazon
275,bungobot1,Mon Oct 26 00:15:45 +0000 2020,RT @DD_FaFa_: Innovating for People Handbook of Human-Centered Design Methods https://t.co/yjWigy14J5 #Innovation,0,Amazon
