,Company,Open,Close,Volume,Date
57,FB,253.0,255.0,30293104,20-09-22
58,FB,255.0,249.0,19641266,20-09-23
59,FB,246.0,250.0,20006750,20-09-24
60,FB,249.0,255.0,18351312,20-09-25
61,FB,259.0,257.0,18826254,20-09-28
62,FB,258.0,262.0,20215504,20-09-29
63,FB,262.0,262.0,20142546,20-09-30
64,AAPL,91.0,91.0,110737232,20-07-01
65,AAPL,92.0,91.0,114041472,20-07-02
66,AAPL,92.0,93.0,118655648,20-07-06
67,AAPL,94.0,93.0,112424456,20-07-07
68,AAPL,94.0,95.0,117091880,20-07-08
69,AAPL,96.0,96.0,125642608,20-07-09
70,AAPL,95.0,96.0,90257320,20-07-10
71,AAPL,97.0,95.0,191649136,20-07-13
72,AAPL,95.0,97.0,170989360,20-07-14
73,AAPL,99.0,98.0,153197936,20-07-15
74,AAPL,97.0,97.0,110577672,20-07-16
75,AAPL,97.0,96.0,92186896,20-07-17
76,AAPL,96.0,98.0,90317904,20-07-20
77,AAPL,99.0,97.0,103645840,20-07-21
78,AAPL,97.0,97.0,89001648,20-07-22
79,AAPL,97.0,93.0,197004432,20-07-23
80,AAPL,91.0,93.0,185438864,20-07-24
81,AAPL,94.0,95.0,121214192,20-07-27
82,AAPL,94.0,93.0,103625504,20-07-28
83,AAPL,94.0,95.0,90329256,20-07-29
84,AAPL,94.0,96.0,158130016,20-07-30
85,AAPL,103.0,106.0,374295456,20-07-31
86,AAPL,108.0,109.0,308151392,20-08-03
87,AAPL,109.0,110.0,172792368,20-08-04
88,AAPL,109.0,110.0,121991952,20-08-05
89,AAPL,110.0,114.0,202428896,20-08-06
90,AAPL,113.0,111.0,198045616,20-08-07
91,AAPL,113.0,113.0,212403424,20-08-10
92,AAPL,112.0,109.0,187902368,20-08-11
93,AAPL,110.0,113.0,165944816,20-08-12
94,AAPL,114.0,115.0,210082064,20-08-13
95,AAPL,115.0,115.0,165565216,20-08-14
96,AAPL,116.0,115.0,119561440,20-08-17
97,AAPL,114.0,116.0,105633536,20-08-18
98,AAPL,116.0,116.0,145538016,20-08-19
99,AAPL,116.0,118.0,126907184,20-08-20
100,AAPL,119.0,124.0,338054656,20-08-21
101,AAPL,129.0,126.0,345937760,20-08-24
102,AAPL,125.0,125.0,211495792,20-08-25
103,AAPL,126.0,127.0,163022272,20-08-26
104,AAPL,127.0,125.0,155552384,20-08-27
105,AAPL,126.0,125.0,187629920,20-08-28
106,AAPL,128.0,129.0,225702688,20-08-31
107,AAPL,133.0,134.0,152470144,20-09-01
108,AAPL,138.0,131.0,200118992,20-09-02
109,AAPL,127.0,121.0,257599648,20-09-03
110,AAPL,120.0,121.0,332607168,20-09-04
111,AAPL,114.0,113.0,231366560,20-09-08
112,AAPL,117.0,117.0,176940448,20-09-09
113,AAPL,120.0,113.0,182274384,20-09-10
114,AAPL,115.0,112.0,180860320,20-09-11
115,AAPL,115.0,115.0,140150080,20-09-14
116,AAPL,118.0,116.0,184642032,20-09-15
117,AAPL,115.0,112.0,155026672,20-09-16
118,AAPL,110.0,110.0,178010976,20-09-17
119,AAPL,110.0,107.0,287104896,20-09-18
120,AAPL,105.0,110.0,195713808,20-09-21
121,AAPL,113.0,112.0,183055376,20-09-22
122,AAPL,112.0,107.0,150718672,20-09-23
123,AAPL,105.0,108.0,167743344,20-09-24
124,AAPL,108.0,112.0,149981440,20-09-25
125,AAPL,115.0,115.0,137672400,20-09-28
126,AAPL,115.0,114.0,100060528,20-09-29
127,AAPL,114.0,116.0,142675184,20-09-30
128,AMZN,2758.0,2879.0,6363439,20-07-01
129,AMZN,2912.0,2890.0,6593387,20-07-02
130,AMZN,2935.0,3057.0,6880642,20-07-06
131,AMZN,3059.0,3000.0,5257514,20-07-07
132,AMZN,3023.0,3081.0,5037635,20-07-08
133,AMZN,3116.0,3183.0,6388659,20-07-09
134,AMZN,3192.0,3200.0,5485982,20-07-10
135,AMZN,3251.0,3104.0,7720420,20-07-13
136,AMZN,3089.0,3084.0,7231933,20-07-14
137,AMZN,3080.0,3009.0,5788874,20-07-15
138,AMZN,2971.0,3000.0,6394246,20-07-16
139,AMZN,3009.0,2962.0,4761319,20-07-17
140,AMZN,3000.0,3197.0,7598176,20-07-20
141,AMZN,3232.0,3138.0,6134965,20-07-21
142,AMZN,3125.0,3100.0,4104225,20-07-22
143,AMZN,3098.0,2987.0,5656906,20-07-23
144,AMZN,2930.0,3009.0,5632413,20-07-24
145,AMZN,3062.0,3055.0,4170492,20-07-27
146,AMZN,3054.0,3000.0,3126651,20-07-28
147,AMZN,3031.0,3034.0,2974060,20-07-29
148,AMZN,3014.0,3052.0,6128265,20-07-30
149,AMZN,3244.0,3165.0,8083369,20-07-31
150,AMZN,3181.0,3112.0,5074663,20-08-03
151,AMZN,3101.0,3139.0,4694294,20-08-04
152,AMZN,3144.0,3205.0,3930025,20-08-05
153,AMZN,3194.0,3225.0,3940602,20-08-06
154,AMZN,3224.0,3167.0,3936127,20-08-07
155,AMZN,3170.0,3148.0,3167274,20-08-10
156,AMZN,3113.0,3081.0,3718057,20-08-11
157,AMZN,3108.0,3162.0,3527229,20-08-12
158,AMZN,3183.0,3161.0,3149043,20-08-13
159,AMZN,3178.0,3148.0,2751723,20-08-14
160,AMZN,3173.0,3182.0,2691237,20-08-17
161,AMZN,3212.0,3312.0,5345974,20-08-18
162,AMZN,3303.0,3260.0,4185137,20-08-19
163,AMZN,3252.0,3297.0,3332478,20-08-20
164,AMZN,3295.0,3285.0,3575862,20-08-21
165,AMZN,3310.0,3307.0,4666258,20-08-24
166,AMZN,3295.0,3346.0,3992842,20-08-25
167,AMZN,3351.0,3442.0,6508743,20-08-26
168,AMZN,3450.0,3400.0,4264795,20-08-27
169,AMZN,3423.0,3402.0,2896978,20-08-28
170,AMZN,3409.0,3451.0,4185885,20-08-31
171,AMZN,3490.0,3499.0,3476407,20-09-01
172,AMZN,3547.0,3531.0,3931476,20-09-02
173,AMZN,3485.0,3368.0,8161113,20-09-03
174,AMZN,3318.0,3295.0,8781754,20-09-04
175,AMZN,3144.0,3150.0,6094205,20-09-08
176,AMZN,3203.0,3269.0,5188675,20-09-09
177,AMZN,3307.0,3175.0,5330741,20-09-10
178,AMZN,3209.0,3116.0,5093982,20-09-11
179,AMZN,3173.0,3103.0,4529596,20-09-14
180,AMZN,3136.0,3156.0,4021535,20-09-15
181,AMZN,3180.0,3078.0,4531189,20-09-16
182,AMZN,3009.0,3009.0,6449050,20-09-17
183,AMZN,3032.0,2955.0,8892580,20-09-18
184,AMZN,2906.0,2960.0,6117925,20-09-21
185,AMZN,3034.0,3129.0,6948816,20-09-22
186,AMZN,3120.0,3000.0,5652665,20-09-23
187,AMZN,2978.0,3020.0,5529392,20-09-24
188,AMZN,3055.0,3095.0,4615202,20-09-25
189,AMZN,3149.0,3174.0,4224165,20-09-28
190,AMZN,3175.0,3145.0,3503398,20-09-29
191,AMZN,3141.0,3149.0,4896101,20-09-30
192,NFLX,454.0,486.0,9705870,20-07-01
193,NFLX,486.0,477.0,6351485,20-07-02
194,NFLX,482.0,494.0,7838990,20-07-06
195,NFLX,497.0,493.0,5669870,20-07-07
196,NFLX,498.0,503.0,5691682,20-07-08
197,NFLX,509.0,508.0,5840541,20-07-09
198,NFLX,520.0,549.0,21605588,20-07-10
199,NFLX,568.0,526.0,18399020,20-07-13
200,NFLX,512.0,525.0,15083300,20-07-14
201,NFLX,516.0,523.0,10066652,20-07-15
202,NFLX,526.0,527.0,24498994,20-07-16
203,NFLX,495.0,493.0,24991352,20-07-17
204,NFLX,489.0,502.0,11940306,20-07-20
205,NFLX,506.0,490.0,9127218,20-07-21
206,NFLX,492.0,490.0,6954078,20-07-22
207,NFLX,490.0,478.0,7722034,20-07-23
208,NFLX,469.0,480.0,7746247,20-07-24
209,NFLX,484.0,496.0,7863069,20-07-27
210,NFLX,496.0,489.0,5986727,20-07-28
211,NFLX,492.0,484.0,6611769,20-07-29
212,NFLX,481.0,486.0,6608569,20-07-30
213,NFLX,488.0,489.0,5924310,20-07-31
214,NFLX,491.0,499.0,5876190,20-08-03
215,NFLX,501.0,510.0,5607968,20-08-04
216,NFLX,508.0,502.0,4313526,20-08-05
217,NFLX,503.0,509.0,3725861,20-08-06
218,NFLX,505.0,495.0,5910348,20-08-07
219,NFLX,494.0,483.0,4691185,20-08-10
220,NFLX,479.0,467.0,7329226,20-08-11
221,NFLX,471.0,475.0,5441243,20-08-12
222,NFLX,478.0,481.0,3008933,20-08-13
223,NFLX,483.0,483.0,2943487,20-08-14
224,NFLX,484.0,482.0,2423545,20-08-17
225,NFLX,484.0,492.0,3505518,20-08-18
226,NFLX,494.0,485.0,3156218,20-08-19
227,NFLX,485.0,498.0,5132480,20-08-20
228,NFLX,496.0,492.0,3921293,20-08-21
229,NFLX,495.0,489.0,4762183,20-08-24
230,NFLX,488.0,491.0,5727721,20-08-25
231,NFLX,493.0,548.0,20373680,20-08-26
232,NFLX,538.0,526.0,9062912,20-08-27
233,NFLX,532.0,524.0,4417517,20-08-28
234,NFLX,521.0,530.0,4941409,20-08-31
235,NFLX,533.0,557.0,9513685,20-09-01
236,NFLX,554.0,553.0,5886930,20-09-02
237,NFLX,544.0,526.0,9071089,20-09-03
238,NFLX,520.0,516.0,8270118,20-09-04
239,NFLX,498.0,507.0,5572684,20-09-08
240,NFLX,520.0,500.0,6848127,20-09-09
241,NFLX,504.0,481.0,6240181,20-09-10
242,NFLX,486.0,482.0,5035200,20-09-11
243,NFLX,480.0,476.0,7359126,20-09-14
244,NFLX,485.0,496.0,5336992,20-09-15
245,NFLX,499.0,484.0,4401412,20-09-16
246,NFLX,475.0,470.0,5379301,20-09-17
247,NFLX,473.0,470.0,6717711,20-09-18
248,NFLX,468.0,487.0,5457539,20-09-21
249,NFLX,490.0,491.0,3482324,20-09-22
250,NFLX,491.0,471.0,3726423,20-09-23
251,NFLX,471.0,473.0,3727201,20-09-24
252,NFLX,474.0,483.0,3769436,20-09-25
253,NFLX,490.0,491.0,4773497,20-09-28
254,NFLX,490.0,493.0,3543193,20-09-29
255,NFLX,493.0,500.0,4634111,20-09-30
256,GOOG,1411.0,1438.0,1775200,20-07-01
257,GOOG,1447.0,1465.0,1859100,20-07-02
258,GOOG,1480.0,1496.0,1564000,20-07-06
259,GOOG,1490.0,1485.0,1458200,20-07-07
260,GOOG,1494.0,1496.0,1249700,20-07-08
261,GOOG,1506.0,1511.0,1423300,20-07-09
262,GOOG,1506.0,1542.0,1856300,20-07-10
263,GOOG,1550.0,1511.0,1846400,20-07-13
264,GOOG,1490.0,1521.0,1585000,20-07-14
265,GOOG,1523.0,1514.0,1610700,20-07-15
266,GOOG,1500.0,1518.0,1519300,20-07-16
267,GOOG,1522.0,1516.0,1456700,20-07-17
268,GOOG,1515.0,1566.0,1557300,20-07-20
269,GOOG,1587.0,1558.0,1218600,20-07-21
270,GOOG,1560.0,1568.0,932000,20-07-22
271,GOOG,1567.0,1516.0,1627600,20-07-23
272,GOOG,1499.0,1512.0,1544000,20-07-24
273,GOOG,1516.0,1530.0,2491980,20-07-27
274,GOOG,1525.0,1500.0,1702200,20-07-28
275,GOOG,1506.0,1522.0,1106500,20-07-29
276,GOOG,1497.0,1531.0,1671400,20-07-30
277,GOOG,1505.0,1483.0,3439900,20-07-31
278,GOOG,1487.0,1474.0,4660400,20-08-03
279,GOOG,1477.0,1465.0,1903500,20-08-04
280,GOOG,1469.0,1474.0,1979500,20-08-05
281,GOOG,1472.0,1500.0,1995400,20-08-06
282,GOOG,1500.0,1494.0,1576600,20-08-07
283,GOOG,1487.0,1496.0,1289300,20-08-10
284,GOOG,1492.0,1480.0,1454400,20-08-11
285,GOOG,1486.0,1507.0,1437700,20-08-12
286,GOOG,1510.0,1518.0,1455200,20-08-13
287,GOOG,1516.0,1508.0,1354800,20-08-14
288,GOOG,1515.0,1518.0,1378300,20-08-17
289,GOOG,1526.0,1559.0,2027100,20-08-18
290,GOOG,1553.0,1548.0,1660600,20-08-19
291,GOOG,1543.0,1582.0,1706900,20-08-20
292,GOOG,1577.0,1580.0,1446500,20-08-21
293,GOOG,1594.0,1588.0,2819800,20-08-24
294,GOOG,1582.0,1608.0,2247100,20-08-25
295,GOOG,1608.0,1652.0,3993400,20-08-26
296,GOOG,1654.0,1634.0,1861600,20-08-27
297,GOOG,1633.0,1644.0,1499800,20-08-28
298,GOOG,1648.0,1634.0,3646806,20-08-31
299,GOOG,1637.0,1661.0,1826700,20-09-01
300,GOOG,1674.0,1728.0,2511200,20-09-02
301,GOOG,1710.0,1642.0,3107800,20-09-03
302,GOOG,1624.0,1591.0,2608600,20-09-04
303,GOOG,1534.0,1532.0,5218900,20-09-08
304,GOOG,1558.0,1557.0,1774700,20-09-09
305,GOOG,1561.0,1532.0,1618600,20-09-10
306,GOOG,1536.0,1521.0,1597100,20-09-11
307,GOOG,1539.0,1519.0,1694300,20-09-14
308,GOOG,1536.0,1541.0,1331100,20-09-15
309,GOOG,1556.0,1521.0,1311700,20-09-16
310,GOOG,1496.0,1496.0,1879800,20-09-17
311,GOOG,1498.0,1460.0,3103900,20-09-18
312,GOOG,1440.0,1431.0,2888800,20-09-21
313,GOOG,1450.0,1465.0,1583200,20-09-22
314,GOOG,1459.0,1415.0,1657400,20-09-23
315,GOOG,1411.0,1428.0,1450200,20-09-24
316,GOOG,1433.0,1445.0,1323000,20-09-25
317,GOOG,1474.0,1465.0,2007900,20-09-28
318,GOOG,1470.0,1469.0,978200,20-09-29
319,GOOG,1467.0,1470.0,1700600,20-09-30
